lat,lon,type
40.499186,-74.030805,1
40.499186,-74.018751,1
40.499186,-74.006698,1
40.499186,-73.994644,1
40.499186,-73.982591,1
40.499186,-73.970537,1
40.499186,-73.874108,1
40.499186,-73.862055,1
40.499186,-73.850001,1
40.499186,-73.825894,1
40.50875,-74.030805,1
40.50875,-74.018751,1
40.50875,-74.006698,1
40.50875,-73.994644,1
40.50875,-73.982591,1
40.50875,-73.970537,1
40.50875,-73.874108,1
40.50875,-73.862055,1
40.50875,-73.850001,1
40.50875,-73.825894,1
40.518314,-74.030805,1
40.518314,-74.018751,1
40.518314,-74.006698,1
40.518314,-73.994644,1
40.518314,-73.982591,1
40.518314,-73.970537,1
40.518314,-73.874108,1
40.518314,-73.862055,1
40.518314,-73.850001,1
40.518314,-73.825894,1
40.527878,-74.030805,1
40.527878,-74.018751,1
40.527878,-74.006698,1
40.527878,-73.994644,1
40.527878,-73.982591,1
40.527878,-73.970537,1
40.527878,-73.874108,1
40.527878,-73.862055,1
40.527878,-73.850001,1
40.527878,-73.825894,1
40.537442,-74.175448,1
40.537442,-74.163395,1
40.537442,-74.030805,1
40.537442,-74.018751,1
40.537442,-74.006698,1
40.537442,-73.994644,1
40.537442,-73.982591,1
40.537442,-73.970537,1
40.537442,-73.874108,1
40.537442,-73.862055,1
40.537442,-73.850001,1
40.537442,-73.837947,1
40.537442,-73.825894,1
40.547006,-74.163395,1
40.547006,-74.030805,1
40.547006,-74.018751,1
40.547006,-74.006698,1
40.547006,-73.994644,1
40.547006,-73.982591,1
40.547006,-73.970537,1
40.547006,-73.874108,1
40.547006,-73.862055,1
40.547006,-73.850001,1
40.547006,-73.837947,1
40.547006,-73.825894,1
40.55657,-74.030805,1
40.55657,-74.018751,1
40.55657,-74.006698,1
40.55657,-73.994644,1
40.55657,-73.982591,1
40.55657,-73.970537,1
40.55657,-73.94643,1
40.55657,-73.898215,1
40.55657,-73.886162,1
40.55657,-73.874108,1
40.55657,-73.862055,1
40.55657,-73.850001,1
40.55657,-73.837947,1
40.55657,-73.801787,1
40.566134,-74.127234,1
40.566134,-74.11518,1
40.566134,-74.030805,1
40.566134,-74.018751,1
40.566134,-74.006698,1
40.566134,-73.994644,1
40.566134,-73.982591,1
40.566134,-73.970537,1
40.566134,-73.958483,1
40.566134,-73.94643,1
40.566134,-73.898215,1
40.566134,-73.886162,1
40.566134,-73.874108,1
40.566134,-73.862055,1
40.566134,-73.850001,1
40.566134,-73.837947,1
40.575698,-74.091073,1
40.575698,-74.018751,1
40.575698,-74.006698,1
40.575698,-73.994644,1
40.575698,-73.958483,1
40.575698,-73.94643,1
40.575698,-73.934376,1
40.575698,-73.898215,1
40.575698,-73.886162,1
40.575698,-73.862055,1
40.575698,-73.850001,1
40.575698,-73.837947,1
40.585262,-74.006698,1
40.585262,-73.862055,1
40.585262,-73.850001,1
40.585262,-73.837947,1
40.585262,-73.81384,1
40.594826,-74.127234,1
40.594826,-74.079019,1
40.594826,-73.970537,1
40.594826,-73.958483,1
40.594826,-73.94643,1
40.594826,-73.934376,1
40.594826,-73.862055,1
40.594826,-73.850001,1
40.594826,-73.801787,1
40.594826,-73.620983,1
40.60439,-74.006698,1
40.60439,-73.994644,1
40.60439,-73.982591,1
40.60439,-73.970537,1
40.60439,-73.958483,1
40.60439,-73.94643,1
40.60439,-73.934376,1
40.60439,-73.862055,1
40.60439,-73.850001,1
40.60439,-73.801787,1
40.60439,-73.64509,1
40.60439,-73.633036,1
40.60439,-73.620983,1
40.613954,-74.163395,1
40.613954,-74.079019,1
40.613954,-74.066966,1
40.613954,-74.030805,1
40.613954,-74.006698,1
40.613954,-73.994644,1
40.613954,-73.982591,1
40.613954,-73.958483,1
40.613954,-73.94643,1
40.613954,-73.934376,1
40.613954,-73.922323,1
40.613954,-73.765626,1
40.613954,-73.741519,1
40.613954,-73.729465,1
40.613954,-73.681251,1
40.613954,-73.669197,1
40.613954,-73.657143,1
40.613954,-73.64509,1
40.613954,-73.633036,1
40.613954,-73.620983,1
40.623518,-74.151341,1
40.623518,-74.11518,1
40.623518,-74.066966,1
40.623518,-73.994644,1
40.623518,-73.982591,1
40.623518,-73.970537,1
40.623518,-73.94643,1
40.623518,-73.922323,1
40.623518,-73.910269,1
40.623518,-73.753572,1
40.623518,-73.693304,1
40.623518,-73.681251,1
40.623518,-73.669197,1
40.623518,-73.657143,1
40.623518,-73.64509,1
40.623518,-73.633036,1
40.623518,-73.620983,1
40.633082,-74.151341,1
40.633082,-74.139287,1
40.633082,-74.127234,1
40.633082,-74.11518,1
40.633082,-74.103127,1
40.633082,-74.091073,1
40.633082,-74.079019,1
40.633082,-74.066966,1
40.633082,-74.006698,1
40.633082,-73.994644,1
40.633082,-73.934376,1
40.633082,-73.922323,1
40.633082,-73.910269,1
40.633082,-73.705358,1
40.633082,-73.693304,1
40.633082,-73.681251,1
40.633082,-73.669197,1
40.633082,-73.657143,1
40.633082,-73.64509,1
40.633082,-73.633036,1
40.633082,-73.620983,1
40.642646,-74.151341,1
40.642646,-74.139287,1
40.642646,-74.127234,1
40.642646,-74.11518,1
40.642646,-74.079019,1
40.642646,-74.066966,1
40.642646,-74.030805,1
40.642646,-73.994644,1
40.642646,-73.982591,1
40.642646,-73.970537,1
40.642646,-73.958483,1
40.642646,-73.898215,1
40.642646,-73.886162,1
40.642646,-73.850001,1
40.642646,-73.837947,1
40.642646,-73.825894,1
40.642646,-73.717411,1
40.642646,-73.705358,1
40.642646,-73.693304,1
40.642646,-73.681251,1
40.642646,-73.669197,1
40.642646,-73.657143,1
40.642646,-73.64509,1
40.642646,-73.633036,1
40.642646,-73.620983,1
40.65221,-74.151341,1
40.65221,-74.139287,1
40.65221,-74.066966,1
40.65221,-74.042859,1
40.65221,-74.030805,1
40.65221,-74.018751,1
40.65221,-73.994644,1
40.65221,-73.982591,1
40.65221,-73.934376,1
40.65221,-73.910269,1
40.65221,-73.850001,1
40.65221,-73.837947,1
40.65221,-73.825894,1
40.65221,-73.729465,1
40.65221,-73.717411,1
40.65221,-73.705358,1
40.65221,-73.693304,1
40.65221,-73.681251,1
40.65221,-73.669197,1
40.65221,-73.657143,1
40.65221,-73.64509,1
40.65221,-73.633036,1
40.65221,-73.620983,1
40.661774,-74.151341,1
40.661774,-74.139287,1
40.661774,-74.066966,1
40.661774,-74.006698,1
40.661774,-73.94643,1
40.661774,-73.922323,1
40.661774,-73.886162,1
40.661774,-73.850001,1
40.661774,-73.765626,1
40.661774,-73.753572,1
40.661774,-73.741519,1
40.661774,-73.729465,1
40.661774,-73.717411,1
40.661774,-73.705358,1
40.671338,-74.151341,1
40.671338,-74.139287,1
40.671338,-74.066966,1
40.671338,-74.006698,1
40.671338,-73.850001,1
40.671338,-73.825894,1
40.671338,-73.81384,1
40.671338,-73.777679,1
40.671338,-73.753572,1
40.671338,-73.741519,1
40.671338,-73.729465,1
40.671338,-73.620983,1
40.680902,-74.163395,1
40.680902,-74.151341,1
40.680902,-74.139287,1
40.680902,-74.006698,1
40.680902,-73.982591,1
40.680902,-73.874108,1
40.680902,-73.850001,1
40.680902,-73.837947,1
40.680902,-73.64509,1
40.680902,-73.633036,1
40.680902,-73.620983,1
40.690466,-74.163395,1
40.690466,-74.151341,1
40.690466,-74.139287,1
40.690466,-73.970537,1
40.690466,-73.934376,1
40.690466,-73.898215,1
40.690466,-73.862055,1
40.690466,-73.741519,1
40.690466,-73.657143,1
40.690466,-73.64509,1
40.690466,-73.633036,1
40.690466,-73.620983,1
40.70003,-74.163395,1
40.70003,-74.151341,1
40.70003,-74.139287,1
40.70003,-73.982591,1
40.70003,-73.958483,1
40.70003,-73.94643,1
40.70003,-73.910269,1
40.70003,-73.898215,1
40.70003,-73.886162,1
40.70003,-73.777679,1
40.70003,-73.765626,1
40.70003,-73.753572,1
40.70003,-73.741519,1
40.70003,-73.681251,1
40.70003,-73.669197,1
40.70003,-73.657143,1
40.70003,-73.64509,1
40.70003,-73.633036,1
40.70003,-73.620983,1
40.709594,-74.163395,1
40.709594,-74.151341,1
40.709594,-74.139287,1
40.709594,-73.94643,1
40.709594,-73.934376,1
40.709594,-73.922323,1
40.709594,-73.898215,1
40.709594,-73.886162,1
40.709594,-73.874108,1
40.709594,-73.789733,1
40.709594,-73.741519,1
40.709594,-73.693304,1
40.709594,-73.681251,1
40.709594,-73.669197,1
40.709594,-73.657143,1
40.709594,-73.64509,1
40.709594,-73.633036,1
40.709594,-73.620983,1
40.719158,-74.175448,1
40.719158,-74.163395,1
40.719158,-74.151341,1
40.719158,-74.139287,1
40.719158,-73.958483,1
40.719158,-73.934376,1
40.719158,-73.922323,1
40.719158,-73.910269,1
40.719158,-73.886162,1
40.719158,-73.874108,1
40.719158,-73.850001,1
40.719158,-73.801787,1
40.719158,-73.753572,1
40.719158,-73.741519,1
40.719158,-73.717411,1
40.719158,-73.705358,1
40.719158,-73.693304,1
40.719158,-73.681251,1
40.719158,-73.669197,1
40.719158,-73.657143,1
40.719158,-73.64509,1
40.719158,-73.633036,1
40.719158,-73.620983,1
40.728722,-74.175448,1
40.728722,-74.163395,1
40.728722,-74.151341,1
40.728722,-74.139287,1
40.728722,-74.042859,1
40.728722,-73.982591,1
40.728722,-73.958483,1
40.728722,-73.94643,1
40.728722,-73.934376,1
40.728722,-73.922323,1
40.728722,-73.898215,1
40.728722,-73.850001,1
40.728722,-73.825894,1
40.728722,-73.801787,1
40.728722,-73.789733,1
40.728722,-73.741519,1
40.728722,-73.717411,1
40.728722,-73.705358,1
40.728722,-73.693304,1
40.728722,-73.681251,1
40.728722,-73.669197,1
40.728722,-73.657143,1
40.728722,-73.64509,1
40.728722,-73.633036,1
40.728722,-73.620983,1
40.738286,-74.175448,1
40.738286,-74.163395,1
40.738286,-74.151341,1
40.738286,-74.139287,1
40.738286,-74.006698,1
40.738286,-73.958483,1
40.738286,-73.910269,1
40.738286,-73.874108,1
40.738286,-73.862055,1
40.738286,-73.825894,1
40.738286,-73.789733,1
40.738286,-73.777679,1
40.738286,-73.765626,1
40.738286,-73.753572,1
40.738286,-73.717411,1
40.738286,-73.693304,1
40.738286,-73.681251,1
40.738286,-73.669197,1
40.738286,-73.657143,1
40.738286,-73.64509,1
40.738286,-73.633036,1
40.738286,-73.620983,1
40.747849,-74.175448,1
40.747849,-74.163395,1
40.747849,-74.151341,1
40.747849,-74.139287,1
40.747849,-74.006698,1
40.747849,-73.94643,1
40.747849,-73.922323,1
40.747849,-73.910269,1
40.747849,-73.862055,1
40.747849,-73.825894,1
40.747849,-73.81384,1
40.747849,-73.801787,1
40.747849,-73.789733,1
40.747849,-73.753572,1
40.747849,-73.729465,1
40.747849,-73.705358,1
40.747849,-73.693304,1
40.747849,-73.681251,1
40.747849,-73.669197,1
40.747849,-73.657143,1
40.747849,-73.64509,1
40.747849,-73.633036,1
40.747849,-73.620983,1
40.757413,-74.187502,1
40.757413,-74.175448,1
40.757413,-74.163395,1
40.757413,-74.151341,1
40.757413,-74.139287,1
40.757413,-73.982591,1
40.757413,-73.94643,1
40.757413,-73.922323,1
40.757413,-73.910269,1
40.757413,-73.874108,1
40.757413,-73.862055,1
40.757413,-73.789733,1
40.757413,-73.765626,1
40.757413,-73.753572,1
40.757413,-73.705358,1
40.757413,-73.693304,1
40.757413,-73.681251,1
40.757413,-73.669197,1
40.757413,-73.657143,1
40.757413,-73.64509,1
40.757413,-73.633036,1
40.757413,-73.620983,1
40.766977,-74.187502,1
40.766977,-74.175448,1
40.766977,-74.163395,1
40.766977,-74.151341,1
40.766977,-74.139287,1
40.766977,-73.934376,1
40.766977,-73.910269,1
40.766977,-73.898215,1
40.766977,-73.874108,1
40.766977,-73.81384,1
40.766977,-73.801787,1
40.766977,-73.789733,1
40.766977,-73.777679,1
40.766977,-73.765626,1
40.766977,-73.741519,1
40.766977,-73.693304,1
40.766977,-73.681251,1
40.766977,-73.669197,1
40.766977,-73.657143,1
40.766977,-73.64509,1
40.766977,-73.633036,1
40.766977,-73.620983,1
40.776541,-74.187502,1
40.776541,-74.175448,1
40.776541,-74.163395,1
40.776541,-74.151341,1
40.776541,-73.898215,1
40.776541,-73.886162,1
40.776541,-73.81384,1
40.776541,-73.801787,1
40.776541,-73.789733,1
40.776541,-73.681251,1
40.776541,-73.669197,1
40.776541,-73.657143,1
40.776541,-73.64509,1
40.776541,-73.633036,1
40.776541,-73.620983,1
40.786105,-74.187502,1
40.786105,-74.175448,1
40.786105,-74.163395,1
40.786105,-73.922323,1
40.786105,-73.910269,1
40.786105,-73.898215,1
40.786105,-73.886162,1
40.786105,-73.850001,1
40.786105,-73.837947,1
40.786105,-73.669197,1
40.786105,-73.657143,1
