fatigued30,lat,lon
fatigued30, 40.872181, -74.163395 
fatigued30, 40.872181, -74.151341 
fatigued30, 40.872181, -74.139287 
fatigued30, 40.872181, -74.127234 
fatigued30, 40.872181, -74.115180 
fatigued30, 40.872181, -74.103127 
fatigued30, 40.872181, -74.091073 
fatigued30, 40.872181, -74.079019 
fatigued30, 40.872181, -74.066966 
fatigued30, 40.872181, -74.054912 
fatigued30, 40.872181, -74.042859 
fatigued30, 40.872181, -74.030805 
fatigued30, 40.872181, -74.018751 
fatigued30, 40.872181, -74.006698 
fatigued30, 40.872181, -73.994644 
fatigued30, 40.872181, -73.813840 
fatigued30, 40.872181, -73.801787 
fatigued30, 40.872181, -73.789733 
fatigued30, 40.872181, -73.777679 
fatigued30, 40.872181, -73.765626 
fatigued30, 40.872181, -73.753572 
fatigued30, 40.872181, -73.741519 
fatigued30, 40.872181, -73.729465 
fatigued30, 40.872181, -73.717411 
fatigued30, 40.872181, -73.705358 
fatigued30, 40.872181, -73.693304 
fatigued30, 40.872181, -73.681251 
fatigued30, 40.872181, -73.669197 
fatigued30, 40.872181, -73.657143 
fatigued30, 40.872181, -73.645090 
fatigued30, 40.872181, -73.633036 
fatigued30, 40.872181, -73.620983 
fatigued30, 40.881745, -74.211609 
fatigued30, 40.881745, -74.199555 
fatigued30, 40.881745, -74.187502 
fatigued30, 40.881745, -74.175448 
fatigued30, 40.881745, -74.163395 
fatigued30, 40.881745, -74.151341 
fatigued30, 40.881745, -74.139287 
fatigued30, 40.881745, -74.127234 
fatigued30, 40.881745, -74.115180 
fatigued30, 40.881745, -74.103127 
fatigued30, 40.881745, -74.091073 
fatigued30, 40.881745, -74.079019 
fatigued30, 40.881745, -74.066966 
fatigued30, 40.881745, -74.054912 
fatigued30, 40.881745, -74.042859 
fatigued30, 40.881745, -74.030805 
fatigued30, 40.881745, -74.018751 
fatigued30, 40.881745, -74.006698 
fatigued30, 40.881745, -73.825894 
fatigued30, 40.881745, -73.813840 
fatigued30, 40.881745, -73.801787 
fatigued30, 40.881745, -73.789733 
fatigued30, 40.881745, -73.777679 
fatigued30, 40.881745, -73.765626 
fatigued30, 40.881745, -73.753572 
fatigued30, 40.881745, -73.741519 
fatigued30, 40.881745, -73.729465 
fatigued30, 40.881745, -73.717411 
fatigued30, 40.881745, -73.705358 
fatigued30, 40.881745, -73.693304 
fatigued30, 40.881745, -73.681251 
fatigued30, 40.881745, -73.669197 
fatigued30, 40.881745, -73.657143 
fatigued30, 40.881745, -73.645090 
fatigued30, 40.881745, -73.633036 
fatigued30, 40.881745, -73.620983 
fatigued30, 40.891309, -74.211609 
fatigued30, 40.891309, -74.199555 
fatigued30, 40.891309, -74.187502 
fatigued30, 40.891309, -74.175448 
fatigued30, 40.891309, -74.163395 
fatigued30, 40.891309, -74.151341 
fatigued30, 40.891309, -74.139287 
fatigued30, 40.891309, -74.127234 
fatigued30, 40.891309, -74.115180 
fatigued30, 40.891309, -74.103127 
fatigued30, 40.891309, -74.091073 
fatigued30, 40.891309, -74.079019 
fatigued30, 40.891309, -74.066966 
fatigued30, 40.891309, -74.054912 
fatigued30, 40.891309, -74.042859 
fatigued30, 40.891309, -74.030805 
fatigued30, 40.891309, -74.018751 
fatigued30, 40.891309, -73.813840 
fatigued30, 40.891309, -73.801787 
fatigued30, 40.891309, -73.789733 
fatigued30, 40.891309, -73.777679 
fatigued30, 40.891309, -73.765626 
fatigued30, 40.891309, -73.753572 
fatigued30, 40.891309, -73.741519 
fatigued30, 40.891309, -73.729465 
fatigued30, 40.891309, -73.717411 
fatigued30, 40.891309, -73.705358 
fatigued30, 40.891309, -73.693304 
fatigued30, 40.891309, -73.681251 
fatigued30, 40.891309, -73.669197 
fatigued30, 40.891309, -73.657143 
fatigued30, 40.891309, -73.645090 
fatigued30, 40.891309, -73.633036 
fatigued30, 40.891309, -73.620983 
fatigued30, 40.900873, -74.211609 
fatigued30, 40.900873, -74.199555 
fatigued30, 40.900873, -74.187502 
fatigued30, 40.900873, -74.175448 
fatigued30, 40.900873, -74.163395 
fatigued30, 40.900873, -74.151341 
fatigued30, 40.900873, -74.139287 
fatigued30, 40.900873, -74.127234 
fatigued30, 40.900873, -74.115180 
fatigued30, 40.900873, -74.103127 
fatigued30, 40.900873, -74.091073 
fatigued30, 40.900873, -74.079019 
fatigued30, 40.900873, -74.066966 
fatigued30, 40.900873, -74.054912 
fatigued30, 40.900873, -74.042859 
fatigued30, 40.900873, -74.030805 
fatigued30, 40.900873, -73.886162 
fatigued30, 40.900873, -73.825894 
fatigued30, 40.900873, -73.813840 
fatigued30, 40.900873, -73.801787 
fatigued30, 40.900873, -73.789733 
fatigued30, 40.900873, -73.777679 
fatigued30, 40.900873, -73.765626 
fatigued30, 40.900873, -73.753572 
fatigued30, 40.900873, -73.741519 
fatigued30, 40.900873, -73.729465 
fatigued30, 40.900873, -73.717411 
fatigued30, 40.900873, -73.705358 
fatigued30, 40.900873, -73.693304 
fatigued30, 40.900873, -73.681251 
fatigued30, 40.900873, -73.669197 
fatigued30, 40.900873, -73.657143 
fatigued30, 40.900873, -73.645090 
fatigued30, 40.900873, -73.633036 
fatigued30, 40.900873, -73.620983 
fatigued30, 40.910437, -74.211609 
fatigued30, 40.910437, -74.199555 
fatigued30, 40.910437, -74.187502 
fatigued30, 40.910437, -74.175448 
fatigued30, 40.910437, -74.163395 
fatigued30, 40.910437, -74.151341 
fatigued30, 40.910437, -74.139287 
fatigued30, 40.910437, -74.127234 
fatigued30, 40.910437, -74.115180 
fatigued30, 40.910437, -74.103127 
fatigued30, 40.910437, -74.091073 
fatigued30, 40.910437, -74.079019 
fatigued30, 40.910437, -74.066966 
fatigued30, 40.910437, -74.054912 
fatigued30, 40.910437, -73.886162 
fatigued30, 40.910437, -73.813840 
fatigued30, 40.910437, -73.801787 
fatigued30, 40.910437, -73.789733 
fatigued30, 40.910437, -73.777679 
fatigued30, 40.910437, -73.765626 
fatigued30, 40.910437, -73.753572 
fatigued30, 40.910437, -73.741519 
fatigued30, 40.910437, -73.729465 
fatigued30, 40.910437, -73.717411 
fatigued30, 40.910437, -73.705358 
fatigued30, 40.910437, -73.693304 
fatigued30, 40.910437, -73.681251 
fatigued30, 40.910437, -73.669197 
fatigued30, 40.910437, -73.657143 
fatigued30, 40.910437, -73.645090 
fatigued30, 40.910437, -73.633036 
fatigued30, 40.910437, -73.620983 
fatigued30, 40.920001, -74.211609 
fatigued30, 40.920001, -74.199555 
fatigued30, 40.920001, -74.187502 
fatigued30, 40.920001, -74.175448 
fatigued30, 40.920001, -74.163395 
fatigued30, 40.920001, -74.151341 
fatigued30, 40.920001, -74.139287 
fatigued30, 40.920001, -74.127234 
fatigued30, 40.920001, -74.115180 
fatigued30, 40.920001, -74.103127 
fatigued30, 40.920001, -74.091073 
fatigued30, 40.920001, -74.079019 
fatigued30, 40.920001, -74.066966 
fatigued30, 40.920001, -73.813840 
fatigued30, 40.920001, -73.801787 
fatigued30, 40.920001, -73.789733 
fatigued30, 40.920001, -73.777679 
fatigued30, 40.920001, -73.765626 
fatigued30, 40.920001, -73.753572 
fatigued30, 40.920001, -73.741519 
fatigued30, 40.920001, -73.729465 
fatigued30, 40.920001, -73.717411 
fatigued30, 40.920001, -73.705358 
fatigued30, 40.920001, -73.693304 
fatigued30, 40.920001, -73.681251 
fatigued30, 40.920001, -73.669197 
fatigued30, 40.920001, -73.657143 
fatigued30, 40.920001, -73.645090 
fatigued30, 40.920001, -73.633036 
fatigued30, 40.920001, -73.620983 
fatigued30, 40.929565, -74.211609 
fatigued30, 40.929565, -74.199555 
fatigued30, 40.929565, -74.187502 
fatigued30, 40.929565, -74.175448 
fatigued30, 40.929565, -74.163395 
fatigued30, 40.929565, -74.151341 
fatigued30, 40.929565, -74.139287 
fatigued30, 40.929565, -74.127234 
fatigued30, 40.929565, -74.115180 
fatigued30, 40.929565, -74.103127 
fatigued30, 40.929565, -74.091073 
fatigued30, 40.929565, -73.813840 
fatigued30, 40.929565, -73.801787 
fatigued30, 40.929565, -73.789733 
fatigued30, 40.929565, -73.777679 
fatigued30, 40.929565, -73.765626 
fatigued30, 40.929565, -73.753572 
fatigued30, 40.929565, -73.741519 
fatigued30, 40.929565, -73.729465 
fatigued30, 40.929565, -73.717411 
fatigued30, 40.929565, -73.705358 
fatigued30, 40.929565, -73.693304 
fatigued30, 40.929565, -73.681251 
fatigued30, 40.929565, -73.669197 
fatigued30, 40.929565, -73.657143 
fatigued30, 40.929565, -73.645090 
fatigued30, 40.929565, -73.633036 
fatigued30, 40.929565, -73.620983 
fatigued30, 40.939129, -74.211609 
fatigued30, 40.939129, -74.199555 
fatigued30, 40.939129, -74.187502 
fatigued30, 40.939129, -74.175448 
fatigued30, 40.939129, -74.163395 
fatigued30, 40.939129, -74.151341 
fatigued30, 40.939129, -74.139287 
fatigued30, 40.939129, -74.127234 
fatigued30, 40.939129, -74.115180 
fatigued30, 40.939129, -74.103127 
fatigued30, 40.939129, -73.801787 
fatigued30, 40.939129, -73.789733 
fatigued30, 40.939129, -73.777679 
fatigued30, 40.939129, -73.765626 
fatigued30, 40.939129, -73.753572 
fatigued30, 40.939129, -73.741519 
fatigued30, 40.939129, -73.729465 
fatigued30, 40.939129, -73.717411 
fatigued30, 40.939129, -73.705358 
fatigued30, 40.939129, -73.693304 
fatigued30, 40.939129, -73.681251 
fatigued30, 40.939129, -73.669197 
fatigued30, 40.939129, -73.657143 
fatigued30, 40.939129, -73.645090 
fatigued30, 40.939129, -73.633036 
fatigued30, 40.939129, -73.620983 
fatigued30, 40.948693, -74.211609 
fatigued30, 40.948693, -74.199555 
fatigued30, 40.948693, -74.187502 
fatigued30, 40.948693, -74.175448 
fatigued30, 40.948693, -74.163395 
fatigued30, 40.948693, -74.151341 
fatigued30, 40.948693, -74.139287 
fatigued30, 40.948693, -74.127234 
fatigued30, 40.948693, -73.801787 
fatigued30, 40.948693, -73.789733 
fatigued30, 40.948693, -73.777679 
fatigued30, 40.948693, -73.765626 
fatigued30, 40.948693, -73.753572 
fatigued30, 40.948693, -73.741519 
fatigued30, 40.948693, -73.729465 
fatigued30, 40.948693, -73.717411 
fatigued30, 40.948693, -73.705358 
fatigued30, 40.948693, -73.693304 
fatigued30, 40.948693, -73.681251 
fatigued30, 40.948693, -73.669197 
fatigued30, 40.948693, -73.657143 
fatigued30, 40.948693, -73.645090 
fatigued30, 40.948693, -73.633036 
fatigued30, 40.948693, -73.620983 
fatigued30, 40.958257, -74.211609 
fatigued30, 40.958257, -74.199555 
fatigued30, 40.958257, -74.187502 
fatigued30, 40.958257, -74.175448 
fatigued30, 40.958257, -74.163395 
fatigued30, 40.958257, -74.151341 
fatigued30, 40.958257, -74.139287 
fatigued30, 40.958257, -73.789733 
fatigued30, 40.958257, -73.777679 
fatigued30, 40.958257, -73.765626 
fatigued30, 40.958257, -73.753572 
fatigued30, 40.958257, -73.741519 
fatigued30, 40.958257, -73.729465 
fatigued30, 40.958257, -73.717411 
fatigued30, 40.958257, -73.705358 
fatigued30, 40.958257, -73.693304 
fatigued30, 40.958257, -73.681251 
fatigued30, 40.958257, -73.669197 
fatigued30, 40.958257, -73.657143 
fatigued30, 40.958257, -73.645090 
fatigued30, 40.958257, -73.633036 
fatigued30, 40.958257, -73.620983 
fatigued30, 40.967821, -74.211609 
fatigued30, 40.967821, -74.199555 
fatigued30, 40.967821, -74.187502 
fatigued30, 40.967821, -74.175448 
fatigued30, 40.967821, -74.163395 
fatigued30, 40.967821, -74.151341 
fatigued30, 40.967821, -73.789733 
fatigued30, 40.967821, -73.777679 
fatigued30, 40.967821, -73.765626 
fatigued30, 40.967821, -73.753572 
fatigued30, 40.967821, -73.741519 
fatigued30, 40.967821, -73.729465 
fatigued30, 40.967821, -73.717411 
fatigued30, 40.967821, -73.705358 
fatigued30, 40.967821, -73.693304 
fatigued30, 40.967821, -73.681251 
fatigued30, 40.967821, -73.669197 
fatigued30, 40.967821, -73.657143 
fatigued30, 40.967821, -73.645090 
fatigued30, 40.967821, -73.633036 
fatigued30, 40.967821, -73.620983 
