lat,lon,type,
-73.90864,40.74511,1
-73.9535,40.779495,1
-73.88987,40.83613,1
-73.83192,40.68444,1
-73.80401,40.76027,1
-73.94605,40.795467,1
-73.94769,40.790314,1
-73.89438,40.866066,1
-73.912575,40.723236,1
-73.95972,40.79423,1
-73.73108,40.71458,1
-73.91893,40.753635,1
-73.957466,40.821117,1
-73.89286,40.861828,1
-73.91901,40.758972,1
-73.85014,40.836132,1
-73.927826,40.776695,1
-73.9034,40.745594,1
-73.95714,40.770515,1
-73.83431,40.75829,1
-73.8851,40.743973,1
-73.86453,40.74315,1
-73.92007,40.7563,1
-73.71699,40.734097,1
-73.89373,40.861942,1
-73.82752,40.76242,1
-73.91546,40.850494,1
-73.97077,40.788418,1
-73.8871,40.76501,1
-73.8571,40.74082,1
-73.88881,40.826256,1
-73.8271,40.75714,1
-73.94473,40.783245,1
-73.86052,40.875492,1
-73.87548,40.688667,1
-73.8102,40.714283,1
-73.9577,40.80123,1
-73.90739,40.827347,1
-73.90856,40.755142,1
-73.83177,40.706142,1
-73.86495,40.67813,1
-73.87035,40.733536,1
-73.866936,40.742367,1
-73.87595,40.750626,1
-73.94207,40.822906,1
-73.9553,40.799435,1
-73.9235,40.831974,1
-73.871635,40.753044,1
-73.94989,40.780437,1
-73.84228,40.668736,1
-73.917694,40.81608,1
-73.848724,40.898663,1
-73.94161,40.813095,1
-73.91561,40.74914,1
-73.86331,40.685413,1
-73.96257,40.791634,1
-73.872375,40.748848,1
-73.8332,40.74778,1
-73.93989,40.839565,1
-73.90871,40.824112,1
-73.90646,40.856106,1
-73.87551,40.82923,1
-73.82964,40.75855,1
-73.9486,40.828976,1
-73.81515,40.684258,1
-73.910706,40.77613,1
-73.92616,40.739063,1
-73.920876,40.756676,1
-73.918816,40.80826,1
-73.78965,40.697247,1
-73.928925,40.775375,1
-73.92581,40.74576,1
-73.925804,40.81296,1
-73.90145,40.812897,1
-73.8869,40.85059,1
-73.9371,40.76736,1
-73.902275,40.819332,1
-73.90691,40.753284,1
-73.871895,40.75511,1
-73.80753,40.762066,1
-73.954124,40.77039,1
-73.83075,40.76079,1
-73.88079,40.739426,1
-73.92728,40.865547,1
-73.8839,40.74747,1
-73.88194,40.74785,1
-73.81177,40.675285,1
-73.88619,40.85487,1
-73.84604,40.684258,1
-73.84645,40.695023,1
-73.9578,40.773598,1
-73.85496,40.743332,1
-73.943245,40.79931,1
-73.95506,40.773335,1
-73.86551,40.73599,1
-73.92702,40.833916,1
-73.9411,40.800922,1
-73.898674,40.83077,1
-73.894135,40.88301,1
-73.95141,40.770073,1
-73.92581,40.74576,1
-73.96564,40.795456,1
-73.947075,40.784237,1
-73.94609,40.789635,1
-73.899956,40.857418,1
-73.94814,40.829597,1
-73.884315,40.749744,1
-73.8761,40.745567,1
-73.90691,40.753284,1
-73.955505,40.768486,1
-73.8867,40.84708,1
-73.88368,40.751514,1
-73.83919,40.824696,1
-73.891136,40.84541,1
-73.88347,40.88078,1
-73.94537,40.82273,1
-73.93623,40.81467,1
-73.87163,40.713287,1
-73.94989,40.780437,1
-73.90669,40.753323,1
-73.940125,40.808033,1
-73.92465,40.810726,1
-73.90018,40.778778,1
-73.95373,40.825294,1
-73.86624,40.755703,1
-73.91727,40.77077,1
-73.833115,40.84948,1
-73.8757,40.68857,1
-73.94934,40.78519,1
-73.93117,40.81162,1
-73.924866,40.75855,1
-73.89248,40.752945,1
-73.92364,40.770428,1
-73.94053,40.79726,1
-73.83015,40.759567,1
-73.89566,40.742683,1
-73.90062,40.75976,1
-73.953636,40.77529,1
-73.92813,40.81172,1
-73.922104,40.850502,1
-73.74631,40.715805,1
-73.89083,40.728626,1
-73.90053,40.863487,1
-73.86784,40.858517,1
